a	/a/
destruiros	/destɾwiɾos/
destruírosla	/deˈstɾwiɾozla/
destruíroslas	/deˈstɾwiɾozlas/
destruírosle	/deˈstɾwiɾozle/
destruírosles	/deˈstɾwiɾozles/
destruíroslo	/deˈstɾwiɾozlo/
destruíroslos	/deˈstɾwiɾozlos/
destruirse	/destɾwiɾse/
destruírsela	/deˈstɾwiɾsela/
destruírselas	/deˈstɾwiɾselas/
destruírsele	/deˈstɾwiɾsele/
destruírseles	/deˈstɾwiɾseles/
destruírselo	/deˈstɾwiɾselo/
destruírselos	/deˈstɾwiɾselos/
destruirte	/destɾwiɾte/
destruírtela	/deˈstɾwiɾtela/
destruírtelas	/deˈstɾwiɾtelas/
destruírtele	/deˈstɾwiɾtele/
destruírteles	/deˈstɾwiɾteles/
destruírtelo	/deˈstɾwiɾtelo/
destruírtelos	/deˈstɾwiɾtelos/
destruís	/deˈstɾwis/
destruiste	/destɾwiste/
destruisteis	/destɾwisteis/
destruya	/destɾuʝa/
destruyáis	/destɾuˈʝais/
destruyamos	/destɾuʝamos/
destruyan	/destɾuʝan/
destruyas	/destɾuʝas/
destruye	/destɾuʝe/
destruyen	/destɾuʝen/
destruyendo	/destɾuʝendo/
destruyéndola	/destɾuˈʝendola/
destruyéndolas	/destɾuˈʝendolas/
destruyéndole	/destɾuˈʝendole/
destruyéndoles	/destɾuˈʝendoles/
destruyéndolo	/destɾuˈʝendolo/
destruyéndolos	/destɾuˈʝendolos/
destruyéndome	/destɾuˈʝendome/
destruyéndomela	/destɾuˈʝendomela/
destruyéndomelas	/destɾuˈʝendomelas/
destruyéndomele	/destɾuˈʝendomele/
destruyéndomeles	/destɾuˈʝendomeles/
destruyéndomelo	/destɾuˈʝendomelo/
destruyéndomelos	/destɾuˈʝendomelos/
destruyéndonos	/destɾuˈʝendonos/
destruyéndonosla	/destɾuˈʝendonozla/
destruyéndonoslas	/destɾuˈʝendonozlas/
destruyéndonosle	/destɾuˈʝendonozle/
destruyéndonosles	/destɾuˈʝendonozles/
destruyéndonoslo	/destɾuˈʝendonozlo/
destruyéndonoslos	/destɾuˈʝendonozlos/
destruyéndoos	/destɾuˈʝendoos/
destruyéndoosla	/destɾuˈʝendoozla/
destruyéndooslas	/destɾuˈʝendoozlas/
destruyéndoosle	/destɾuˈʝendoozle/
destruyéndoosles	/destɾuˈʝendoozles/
destruyéndooslo	/destɾuˈʝendoozlo/
destruyéndooslos	/destɾuˈʝendoozlos/
destruyéndose	/destɾuˈʝendose/
destruyéndosela	/destɾuˈʝendosela/
destruyéndoselas	/destɾuˈʝendoselas/
destruyéndosele	/destɾuˈʝendosele/
destruyéndoseles	/destɾuˈʝendoseles/
destruyéndoselo	/destɾuˈʝendoselo/
destruyéndoselos	/destɾuˈʝendoselos/
destruyéndote	/destɾuˈʝendote/
destruyéndotela	/destɾuˈʝendotela/
destruyéndotelas	/destɾuˈʝendotelas/
destruyéndotele	/destɾuˈʝendotele/
destruyéndoteles	/destɾuˈʝendoteles/
destruyéndotelo	/destɾuˈʝendotelo/
destruyéndotelos	/destɾuˈʝendotelos/
destruyente	/destɾuʝente/
destruyentes	/destɾuʝentes/
destruyera	/destɾuʝeɾa/
destruyerais	/destɾuʝeɾais/
destruyéramos	/destɾuˈʝeɾamos/
destruyeran	/destɾuʝeɾan/
destruyeras	/destɾuʝeɾas/
destruyere	/destɾuʝeɾe/
destruyereis	/destɾuʝeɾeis/
destruyéremos	/destɾuˈʝeɾemos/
destruyeren	/destɾuʝeɾen/
destruyeres	/destɾuʝeɾes/
destruyeron	/destɾuʝeɾon/
destruyes	/destɾuʝes/
destruyese	/destɾuʝese/
destruyeseis	/destɾuʝeseis/
destruyésemos	/destɾuˈʝesemos/
destruyesen	/destɾuʝesen/
destruyeses	/destɾuʝeses/
destruyó	/destɾuˈʝo/
destruyo	/destɾuʝo/
destuerce	/destweɾse/
destuercen	/destweɾsen/
destuerces	/destweɾses/
destuerza	/destweɾsa/
destuerzan	/destweɾsan/
destuerzas	/destweɾsas/
destuerzo	/destweɾso/
destullecer	/destuʎeseɾ/
destusa	/destusa/
destusaba	/destusaβa/
destusabais	/destusaβais/
destusábamos	/destuˈsaβamos/
destusaban	/destusaβan/
destusabas	/destusaβas/
destusad	/destusað/
destusada	/destusaða/
destusadas	/destusaðas/
destusado	/destusaðo/
destusados	/destusaðos/
destusáis	/destuˈsais/
destusamos	/destusamos/
destusan	/destusan/
destusando	/destusando/
destusar	/destusaɾ/
destusará	/destusaˈɾa/
destusara	/destusaɾa/
destusarais	/destusaɾais/
destusáramos	/destuˈsaɾamos/
destusarán	/destusaˈɾan/
destusaran	/destusaɾan/
destusarás	/destusaˈɾas/
destusaras	/destusaɾas/
destusaré	/destusaˈɾe/
destusare	/destusaɾe/
destusaréis	/destusaˈɾeis/
destusareis	/destusaɾeis/
destusáremos	/destuˈsaɾemos/
destusaremos	/destusaɾemos/
destusaren	/destusaɾen/
destusares	/destusaɾes/
destusaría	/destusaˈɾia/
destusaríais	/destusaˈɾiais/
destusaríamos	/destusaˈɾiamos/
destusarían	/destusaˈɾian/
destusarías	/destusaˈɾias/
destusaron	/destusaɾon/
destusas	/destusas/
destusase	/destusase/
destusaseis	/destusaseis/
destusásemos	/destuˈsasemos/
destusasen	/destusasen/
destusases	/destusases/
destusaste	/destusaste/
destusasteis	/destusasteis/
destusé	/destuˈse/
destuse	/destuse/
destuséis	/destuˈseis/
destusemos	/destusemos/
destusen	/destusen/
destuses	/destuses/
destusó	/destuˈso/
destuso	/destuso/
desubstancia	/desuβstansja/
desubstanciaba	/desuβstansjaβa/
desubstanciabais	/desuβstansjaβais/
desubstanciábamos	/desuβstanˈsjaβamos/
desubstanciaban	/desuβstansjaβan/
desubstanciabas	/desuβstansjaβas/
desubstanciad	/desuβstansjað/
desubstanciada	/desuβstansjaða/
desubstanciadas	/desuβstansjaðas/
desubstanciado	/desuβstansjaðo/
desubstanciados	/desuβstansjaðos/
desubstanciáis	/desuβstanˈsjais/
desubstanciamos	/desuβstansjamos/
desubstancian	/desuβstansjan/
desubstanciando	/desuβstansjando/
desubstanciar	/desuβstansjaɾ/
desubstanciará	/desuβstansjaˈɾa/
desubstanciara	/desuβstansjaɾa/
desubstanciarais	/desuβstansjaɾais/
desubstanciáramos	/desuβstanˈsjaɾamos/
desubstanciarán	/desuβstansjaˈɾan/
desubstanciaran	/desuβstansjaɾan/
desubstanciarás	/desuβstansjaˈɾas/
desubstanciaras	/desuβstansjaɾas/
desubstanciaré	/desuβstansjaˈɾe/
desubstanciare	/desuβstansjaɾe/
desubstanciaréis	/desuβstansjaˈɾeis/
desubstanciareis	/desuβstansjaɾeis/
desubstanciáremos	/desuβstanˈsjaɾemos/
desubstanciaremos	/desuβstansjaɾemos/
desubstanciaren	/desuβstansjaɾen/
desubstanciares	/desuβstansjaɾes/
desubstanciaría	/desuβstansjaˈɾia/
desubstanciaríais	/desuβstansjaˈɾiais/
desubstanciaríamos	/desuβstansjaˈɾiamos/
desubstanciarían	/desuβstansjaˈɾian/
desubstanciarías	/desuβstansjaˈɾias/
desubstanciaron	/desuβstansjaɾon/
desubstancias	/desuβstansjas/
desubstanciase	/desuβstansjase/
desubstanciaseis	/desuβstansjaseis/
desubstanciásemos	/desuβstanˈsjasemos/
desubstanciasen	/desuβstansjasen/
desubstanciases	/desuβstansjases/
desubstanciaste	/desuβstansjaste/
desubstanciasteis	/desuβstansjasteis/
desubstancié	/desuβstanˈsje/
desubstancie	/desuβstansje/
desubstanciéis	/desuβstanˈsjeis/
desubstanciemos	/desuβstansjemos/
desubstancien	/desuβstansjen/
desubstancies	/desuβstansjes/
desubstanció	/desuβstanˈsjo/
desubstancio	/desuβstansjo/
desuca	/desuka/
desucaba	/desukaβa/
desucabais	/desukaβais/
desucábamos	/desuˈkaβamos/
desucaban	/desukaβan/
desucabas	/desukaβas/
desucación	/desukaˈsjon/
desucaciones	/desukasjones/
desucad	/desukað/
desucada	/desukaða/
desucadas	/desukaðas/
desucado	/desukaðo/
desucados	/desukaðos/
desucáis	/desuˈkais/
desucamos	/desukamos/
desucan	/desukan/
desucando	/desukando/
desucar	/desukaɾ/
desucará	/desukaˈɾa/
desucara	/desukaɾa/
desucarais	/desukaɾais/
desucáramos	/desuˈkaɾamos/
desucarán	/desukaˈɾan/
desucaran	/desukaɾan/
desucarás	/desukaˈɾas/
desucaras	/desukaɾas/
desucaré	/desukaˈɾe/
desucare	/desukaɾe/
desucaréis	/desukaˈɾeis/
desucareis	/desukaɾeis/
desucáremos	/desuˈkaɾemos/
desucaremos	/desukaɾemos/
desucaren	/desukaɾen/
desucares	/desukaɾes/
desucaría	/desukaˈɾia/
desucaríais	/desukaˈɾiais/
desucaríamos	/desukaˈɾiamos/
desucarían	/desukaˈɾian/
desucarías	/desukaˈɾias/
desucaron	/desukaɾon/
desucas	/desukas/
desucase	/desukase/
desucaseis	/desukaseis/
desucásemos	/desuˈkasemos/
desucasen	/desukasen/
desucases	/desukases/
desucaste	/desukaste/
desucasteis	/desukasteis/
desucó	/desuˈko/
desuco	/desuko/
desuda	/desuða/
desudaba	/desuðaβa/
desudabais	/desuðaβais/
desudábamos	/desuˈðaβamos/
desudaban	/desuðaβan/
desudabas	/desuðaβas/
desudación	/desuðaˈsjon/
desudaciones	/desuðasjones/
desudad	/desuðað/
desudada	/desuðaða/
desudadas	/desuðaðas/
desudado	/desuðaðo/
desudados	/desuðaðos/
desudáis	/desuˈðais/
desudamos	/desuðamos/
desudan	/desuðan/
desudando	/desuðando/
desudar	/desuðaɾ/
desudará	/desuðaˈɾa/
desudara	/desuðaɾa/
desudarais	/desuðaɾais/
desudáramos	/desuˈðaɾamos/
desudarán	/desuðaˈɾan/
desudaran	/desuðaɾan/
desudarás	/desuðaˈɾas/
desudaras	/desuðaɾas/
desudaré	/desuðaˈɾe/
desudare	/desuðaɾe/
desudaréis	/desuðaˈɾeis/
desudareis	/desuðaɾeis/
desudáremos	/desuˈðaɾemos/
desudaremos	/desuðaɾemos/
desudaren	/desuðaɾen/
desudares	/desuðaɾes/
desudaría	/desuðaˈɾia/
desudaríais	/desuðaˈɾiais/
desudaríamos	/desuðaˈɾiamos/
desudarían	/desuðaˈɾian/
desudarías	/desuðaˈɾias/
desudaron	/desuðaɾon/
desudas	/desuðas/
desudase	/desuðase/
desudaseis	/desuðaseis/
desudásemos	/desuˈðasemos/
desudasen	/desuðasen/
desudases	/desuðases/
desudaste	/desuðaste/
desudasteis	/desuðasteis/
desudé	/desuˈðe/
desude	/desuðe/
desudéis	/desuˈðeis/
desudemos	/desuðemos/
desuden	/desuðen/
desudes	/desuðes/
desudó	/desuˈðo/
desudo	/desuðo/
desuellacaras	/desweʎakaɾas/
desuellan	/desweʎan/
desuellas	/desweʎas/
desuelle	/desweʎe/
desuellen	/desweʎen/
desuelles	/desweʎes/
desuello	/desweʎo/
desuellos	/desweʎos/
desuesa	/deswesa/
desuesan	/deswesan/
desuesas	/deswesas/
desuese	/deswese/
desuesen	/deswesen/
desueses	/desweses/
desueso	/desweso/
desuna	/desuna/
desunáis	/desuˈnais/
desunamos	/desunamos/
desunan	/desunan/
desunas	/desunas/
desunce	/desunse/
desuncen	/desunsen/
desunces	/desunses/
desuncí	/desunˈsi/
desuncía	/desunˈsia/
desuncíais	/desunˈsiais/
desuncíamos	/desunˈsiamos/
desuncían	/desunˈsian/
desuncías	/desunˈsias/
desuncid	/desunsið/
desuncida	/desunsiða/
desuncidas	/desunsiðas/
desuncido	/desunsiðo/
desuncidos	/desunsiðos/
desunciendo	/desunsjendo/
desunciera	/desunsjeɾa/
desuncierais	/desunsjeɾais/
desunciéramos	/desunˈsjeɾamos/
desuncieran	/desunsjeɾan/
desuncieras	/desunsjeɾas/
desunciere	/desunsjeɾe/
desunciereis	/desunsjeɾeis/
desunciéremos	/desunˈsjeɾemos/
desuncieren	/desunsjeɾen/
desuncieres	/desunsjeɾes/
desuncieron	/desunsjeɾon/
desunciese	/desunsjese/
desuncieseis	/desunsjeseis/
desunciésemos	/desunˈsjesemos/
desunciesen	/desunsjesen/
desuncieses	/desunsjeses/
desuncimos	/desunsimos/
desunció	/desunˈsjo/
desuncir	/desunsiɾ/
desuncirá	/desunsiˈɾa/
desuncirán	/desunsiˈɾan/
desuncirás	/desunsiˈɾas/
desunciré	/desunsiˈɾe/
desunciréis	/desunsiˈɾeis/
desunciremos	/desunsiɾemos/
desunciría	/desunsiˈɾia/
desunciríais	/desunsiˈɾiais/
desunciríamos	/desunsiˈɾiamos/
desuncirían	/desunsiˈɾian/
desuncirías	/desunsiˈɾias/
desuncís	/desunˈsis/
desunciste	/desunsiste/
desuncisteis	/desunsisteis/
desune	/desune/
desunen	/desunen/
desunes	/desunes/
desuní	/desuˈni/
desunía	/desuˈnia/
desuníais	/desuˈniais/
desuníamos	/desuˈniamos/
desunían	/desuˈnian/
desunías	/desuˈnias/
desunid	/desunið/
desunida	/desuniða/
desunidas	/desuniðas/
desunido	/desuniðo/
desunidos	/desuniðos/
desuniendo	/desunjendo/
desuniera	/desunjeɾa/
desunierais	/desunjeɾais/
desuniéramos	/desunˈjeɾamos/
desunieran	/desunjeɾan/
desunieras	/desunjeɾas/
desuniere	/desunjeɾe/
desuniereis	/desunjeɾeis/
desuniéremos	/desunˈjeɾemos/
desunieren	/desunjeɾen/
desunieres	/desunjeɾes/
desunieron	/desunjeɾon/
desuniese	/desunjese/
desunieseis	/desunjeseis/
desuniésemos	/desunˈjesemos/
desuniesen	/desunjesen/
desunieses	/desunjeses/
desunimos	/desunimos/
desunió	/desunˈjo/
desunión	/desunˈjon/
desuniones	/desunjones/
desunir	/desuniɾ/
desunirá	/desuniˈɾa/
desunirán	/desuniˈɾan/
desunirás	/desuniˈɾas/
desuniré	/desuniˈɾe/
desuniréis	/desuniˈɾeis/
desuniremos	/desuniɾemos/
desuniría	/desuniˈɾia/
desuniríais	/desuniˈɾiais/
desuniríamos	/desuniˈɾiamos/
desunirían	/desuniˈɾian/
desunirías	/desuniˈɾias/
desunís	/desuˈnis/
desuniste	/desuniste/
desunisteis	/desunisteis/
desuno	/desuno/
desunos	/desunos/
desunza	/desunsa/
desunzáis	/desunˈsais/
desunzamos	/desunsamos/
desunzan	/desunsan/
desunzas	/desunsas/
desunzo	/desunso/
desuña	/desuɲa/
desuñaba	/desuɲaβa/
desuñabais	/desuɲaβais/
desuñábamos	/desuˈɲaβamos/
desuñaban	/desuɲaβan/
desuñabas	/desuɲaβas/
desuñad	/desuɲað/
desuñada	/desuɲaða/
desuñadas	/desuɲaðas/
desuñado	/desuɲaðo/
desuñados	/desuɲaðos/
desuñáis	/desuˈɲais/
desuñamos	/desuɲamos/
desuñan	/desuɲan/
desuñando	/desuɲando/
desuñar	/desuɲaɾ/
desuñará	/desuɲaˈɾa/
desuñara	/desuɲaɾa/
desuñarais	/desuɲaɾais/
desuñáramos	/desuˈɲaɾamos/
desuñarán	/desuɲaˈɾan/
desuñaran	/desuɲaɾan/
desuñarás	/desuɲaˈɾas/
desuñaras	/desuɲaɾas/
desuñaré	/desuɲaˈɾe/
desuñare	/desuɲaɾe/
desuñaréis	/desuɲaˈɾeis/
desuñareis	/desuɲaɾeis/
desuñáremos	/desuˈɲaɾemos/
desuñaremos	/desuɲaɾemos/
desuñaren	/desuɲaɾen/
desuñares	/desuɲaɾes/
desuñaría	/desuɲaˈɾia/
desuñaríais	/desuɲaˈɾiais/
desuñaríamos	/desuɲaˈɾiamos/
desuñarían	/desuɲaˈɾian/
desuñarías	/desuɲaˈɾias/
desuñaron	/desuɲaɾon/
desuñas	/desuɲas/
desuñase	/desuɲase/
desuñaseis	/desuɲaseis/
desuñásemos	/desuˈɲasemos/
desuñasen	/desuɲasen/
desuñases	/desuɲases/
desuñaste	/desuɲaste/
desuñasteis	/desuɲasteis/
desuñé	/desuˈɲe/
desuñe	/desuɲe/
desuñéis	/desuˈɲeis/
desuñemos	/desuɲemos/
desuñen	/desuɲen/
desuñes	/desuɲes/
desuñó	/desuˈɲo/
desuño	/desuɲo/
desuqué	/desuˈke/
desuque	/desuke/
desuquéis	/desuˈkeis/
desuquemos	/desukemos/
desuquen	/desuken/
desuques	/desukes/
desurca	/desuɾka/
desurcaba	/desuɾkaβa/
desurcabais	/desuɾkaβais/
desurcábamos	/desuˈɾkaβamos/
desurcaban	/desuɾkaβan/
desurcabas	/desuɾkaβas/
desurcad	/desuɾkað/
desurcada	/desuɾkaða/
desurcadas	/desuɾkaðas/
desurcado	/desuɾkaðo/
desurcados	/desuɾkaðos/
desurcáis	/desuˈɾkais/
desurcamos	/desuɾkamos/
desurcan	/desuɾkan/
desurcando	/desuɾkando/
desurcar	/desuɾkaɾ/
desurcará	/desuɾkaˈɾa/
desurcara	/desuɾkaɾa/
desurcarais	/desuɾkaɾais/
desurcáramos	/desuˈɾkaɾamos/
desurcarán	/desuɾkaˈɾan/
desurcaran	/desuɾkaɾan/
desurcarás	/desuɾkaˈɾas/
desurcaras	/desuɾkaɾas/
desurcaré	/desuɾkaˈɾe/
desurcare	/desuɾkaɾe/
desurcaréis	/desuɾkaˈɾeis/
desurcareis	/desuɾkaɾeis/
desurcáremos	/desuˈɾkaɾemos/
desurcaremos	/desuɾkaɾemos/
desurcaren	/desuɾkaɾen/
desurcares	/desuɾkaɾes/
desurcaría	/desuɾkaˈɾia/
desurcaríais	/desuɾkaˈɾiais/
desurcaríamos	/desuɾkaˈɾiamos/
desurcarían	/desuɾkaˈɾian/
desurcarías	/desuɾkaˈɾias/
desurcaron	/desuɾkaɾon/
desurcas	/desuɾkas/
desurcase	/desuɾkase/
desurcaseis	/desuɾkaseis/
desurcásemos	/desuˈɾkasemos/
desurcasen	/desuɾkasen/
desurcases	/desuɾkases/
desurcaste	/desuɾkaste/
desurcasteis	/desuɾkasteis/
desurcó	/desuˈɾko/
desurco	/desuɾko/
desurda	/desuɾða/
desurdáis	/desuˈɾðais/
desurdamos	/desuɾðamos/
desurdan	/desuɾðan/
desurdas	/desuɾðas/
desurde	/desuɾðe/
desurden	/desuɾðen/
desurdes	/desuɾðes/
desurdí	/desuˈɾði/
desurdía	/desuˈɾðia/
desurdíais	/desuˈɾðiais/
desurdíamos	/desuˈɾðiamos/
desurdían	/desuˈɾðian/
desurdías	/desuˈɾðias/
desurdid	/desuɾðið/
desurdida	/desuɾðiða/
desurdidas	/desuɾðiðas/
desurdido	/desuɾðiðo/
desurdidos	/desuɾðiðos/
desurdiendo	/desuɾðjendo/
desurdiera	/desuɾðjeɾa/
desurdierais	/desuɾðjeɾais/
desurdiéramos	/desuˈɾðjeɾamos/
desurdieran	/desuɾðjeɾan/
desurdieras	/desuɾðjeɾas/
desurdiere	/desuɾðjeɾe/
desurdiereis	/desuɾðjeɾeis/
desurdiéremos	/desuˈɾðjeɾemos/
desurdieren	/desuɾðjeɾen/
desurdieres	/desuɾðjeɾes/
desurdieron	/desuɾðjeɾon/
desurdiese	/desuɾðjese/
desurdieseis	/desuɾðjeseis/
desurdiésemos	/desuˈɾðjesemos/
desurdiesen	/desuɾðjesen/
desurdieses	/desuɾðjeses/
desurdimos	/desuɾðimos/
desurdió	/desuˈɾðjo/
desurdir	/desuɾðiɾ/
desurdirá	/desuɾðiˈɾa/
desurdirán	/desuɾðiˈɾan/
desurdirás	/desuɾðiˈɾas/
desurdiré	/desuɾðiˈɾe/
desurdiréis	/desuɾðiˈɾeis/
desurdiremos	/desuɾðiɾemos/
desurdiría	/desuɾðiˈɾia/
desurdiríais	/desuɾðiˈɾiais/
desurdiríamos	/desuɾðiˈɾiamos/
desurdirían	/desuɾðiˈɾian/
desurdirías	/desuɾðiˈɾias/
desurdís	/desuˈɾðis/
desurdiste	/desuɾðiste/
desurdisteis	/desuɾðisteis/
desurdo	/desuɾðo/
desurqué	/desuˈɾke/
desurque	/desuɾke/
desurquéis	/desuˈɾkeis/
desurquemos	/desuɾkemos/
desurquen	/desuɾken/
desurques	/desuɾkes/
desusa	/desusa/
desusaba	/desusaβa/
desusabais	/desusaβais/
desusábamos	/desuˈsaβamos/
desusaban	/desusaβan/
desusabas	/desusaβas/
desusad	/desusað/
desusada	/desusaða/
desusadas	/desusaðas/
desusado	/desusaðo/
desusados	/desusaðos/
desusáis	/desuˈsais/
desusamos	/desusamos/
desusan	/desusan/
desusando	/desusando/
desusar	/desusaɾ/
desusará	/desusaˈɾa/
desusara	/desusaɾa/
desusarais	/desusaɾais/
desusáramos	/desuˈsaɾamos/
desusarán	/desusaˈɾan/
desusaran	/desusaɾan/
desusarás	/desusaˈɾas/
desusaras	/desusaɾas/
desusaré	/desusaˈɾe/
desusare	/desusaɾe/
desusaréis	/desusaˈɾeis/
desusareis	/desusaɾeis/
desusáremos	/desuˈsaɾemos/
desusaremos	/desusaɾemos/
desusaren	/desusaɾen/
desusares	/desusaɾes/
desusaría	/desusaˈɾia/
desusaríais	/desusaˈɾiais/
desusaríamos	/desusaˈɾiamos/
desusarían	/desusaˈɾian/
desusarías	/desusaˈɾias/
desusaron	/desusaɾon/
desusas	/desusas/
desusase	/desusase/
desusaseis	/desusaseis/
desusásemos	/desuˈsasemos/
desusasen	/desusasen/
desusases	/desusases/
desusaste	/desusaste/
desusasteis	/desusasteis/
desusé	/desuˈse/
desuse	/desuse/
desuséis	/desuˈseis/
desusemos	/desusemos/
desusen	/desusen/
desuses	/desuses/
desusó	/desuˈso/
desuso	/desuso/
desusos	/desusos/
desustancia	/desustansja/
desustanciaba	/desustansjaβa/
desustanciabais	/desustansjaβais/
desustanciábamos	/desustanˈsjaβamos/
desustanciaban	/desustansjaβan/
desustanciabas	/desustansjaβas/
desustanciad	/desustansjað/
desustanciada	/desustansjaða/
desustanciadas	/desustansjaðas/
desustanciado	/desustansjaðo/
desustanciados	/desustansjaðos/
desustanciáis	/desustanˈsjais/
desustanciamos	/desustansjamos/
desustancian	/desustansjan/
desustanciando	/desustansjando/
desustanciar	/desustansjaɾ/
desustanciará	/desustansjaˈɾa/
desustanciara	/desustansjaɾa/
desustanciarais	/desustansjaɾais/
desustanciáramos	/desustanˈsjaɾamos/
desustanciarán	/desustansjaˈɾan/
desustanciaran	/desustansjaɾan/
desustanciarás	/desustansjaˈɾas/
desustanciaras	/desustansjaɾas/
desustanciaré	/desustansjaˈɾe/
desustanciare	/desustansjaɾe/
desustanciaréis	/desustansjaˈɾeis/
desustanciareis	/desustansjaɾeis/
desustanciáremos	/desustanˈsjaɾemos/
desustanciaremos	/desustansjaɾemos/
desustanciaren	/desustansjaɾen/
desustanciares	/desustansjaɾes/
desustanciaría	/desustansjaˈɾia/
desustanciaríais	/desustansjaˈɾiais/
desustanciaríamos	/desustansjaˈɾiamos/
desustanciarían	/desustansjaˈɾian/
desustanciarías	/desustansjaˈɾias/
desustanciaron	/desustansjaɾon/
desustancias	/desustansjas/
desustanciase	/desustansjase/
desustanciaseis	/desustansjaseis/
desustanciásemos	/desustanˈsjasemos/
desustanciasen	/desustansjasen/
desustanciases	/desustansjases/
desustanciaste	/desustansjaste/
desustanciasteis	/desustansjasteis/
desustancié	/desustanˈsje/
desustancie	/desustansje/
desustanciéis	/desustanˈsjeis/
desustanciemos	/desustansjemos/
desustancien	/desustansjen/
desustancies	/desustansjes/
desustanció	/desustanˈsjo/
desustancio	/desustansjo/
desvaha	/desβaa/
desvahaba	/desβaaβa/
desvahabais	/desβaaβais/
desvahábamos	/desβaˈaβamos/
desvahaban	/desβaaβan/
desvahabas	/desβaaβas/
desvahad	/desβaað/
desvahada	/desβaaða/
desvahadas	/desβaaðas/
desvahado	/desβaaðo/
desvahados	/desβaaðos/
desvaháis	/desβaˈais/
desvahamos	/desβaamos/
desvahan	/desβaan/
desvahando	/desβaando/
desvahar	/desβaaɾ/
desvahará	/desβaaˈɾa/
desvahara	/desβaaɾa/
desvaharais	/desβaaɾais/
desvaháramos	/desβaˈaɾamos/
desvaharán	/desβaaˈɾan/
desvaharan	/desβaaɾan/
desvaharás	/desβaaˈɾas/
desvaharas	/desβaaɾas/
desvaharé	/desβaaˈɾe/
desvahare	/desβaaɾe/
desvaharéis	/desβaaˈɾeis/
desvahareis	/desβaaɾeis/
desvaháremos	/desβaˈaɾemos/
desvaharemos	/desβaaɾemos/
desvaharen	/desβaaɾen/
desvahares	/desβaaɾes/
desvaharía	/desβaaˈɾia/
desvaharíais	/desβaaˈɾiais/
desvaharíamos	/desβaaˈɾiamos/
desvaharían	/desβaaˈɾian/
desvaharías	/desβaaˈɾias/
desvaharon	/desβaaɾon/
desvahas	/desβaas/
desvahase	/desβaase/
desvahaseis	/desβaaseis/
desvahásemos	/desβaˈasemos/
desvahasen	/desβaasen/
desvahases	/desβaases/
desvahaste	/desβaaste/
desvahasteis	/desβaasteis/
desvahé	/desβaˈe/
desvahe	/desβae/
desvahéis	/desβaˈeis/
desvahemos	/desβaemos/
desvahen	/desβaen/
desvahes	/desβaes/
desvahó	/desβaˈo/
desvaho	/desβao/
desvaída	/desβaˈiða/
desvaídas	/desβaˈiðas/
desvaído	/desβaˈiðo/
desvaídos	/desβaˈiðos/
desvaina	/desβaina/
desvainaba	/desβainaβa/
desvainabais	/desβainaβais/
desvainábamos	/desβaiˈnaβamos/
desvainaban	/desβainaβan/
desvainabas	/desβainaβas/
desvainad	/desβainað/
desvainada	/desβainaða/
desvainadas	/desβainaðas/
desvainado	/desβainaðo/
desvainados	/desβainaðos/
desvainadura	/desβainaðuɾa/
desvainaduras	/desβainaðuɾas/
desvaináis	/desβaiˈnais/
desvainamos	/desβainamos/
desvainan	/desβainan/
desvainando	/desβainando/
desvainar	/desβainaɾ/
desvainará	/desβainaˈɾa/
desvainara	/desβainaɾa/
desvainarais	/desβainaɾais/
desvaináramos	/desβaiˈnaɾamos/
desvainarán	/desβainaˈɾan/
desvainaran	/desβainaɾan/
desvainarás	/desβainaˈɾas/
desvainaras	/desβainaɾas/
desvainaré	/desβainaˈɾe/
desvainare	/desβainaɾe/
desvainaréis	/desβainaˈɾeis/
desvainareis	/desβainaɾeis/
desvaináremos	/desβaiˈnaɾemos/
desvainaremos	/desβainaɾemos/
desvainaren	/desβainaɾen/
desvainares	/desβainaɾes/
desvainaría	/desβainaˈɾia/
desvainaríais	/desβainaˈɾiais/
desvainaríamos	/desβainaˈɾiamos/
desvainarían	/desβainaˈɾian/
desvainarías	/desβainaˈɾias/
desvainaron	/desβainaɾon/
desvainas	/desβainas/
desvainase	/desβainase/
desvainaseis	/desβainaseis/
desvainásemos	/desβaiˈnasemos/
desvainasen	/desβainasen/
desvainases	/desβainases/
desvainaste	/desβainaste/
desvainasteis	/desβainasteis/
desvainé	/desβaiˈne/
desvaine	/desβaine/
desvainéis	/desβaiˈneis/
desvainemos	/desβainemos/
desvainen	/desβainen/
desvaines	/desβaines/
desvainó	/desβaiˈno/
desvaino	/desβaino/
desvalida	/desβaliða/
desvalidas	/desβaliðas/
desvalido	/desβaliðo/
desvalidos	/desβaliðos/
desvalija	/desβalixa/
desvalijaba	/desβalixaβa/
desvalijabais	/desβalixaβais/
desvalijábamos	/desβaliˈxaβamos/
desvalijaban	/desβalixaβan/
desvalijabas	/desβalixaβas/
desvalijad	/desβalixað/
desvalijada	/desβalixaða/
desvalijadas	/desβalixaðas/
desvalijado	/desβalixaðo/
desvalijador	/desβalixaðoɾ/
desvalijados	/desβalixaðos/
desvalijáis	/desβaliˈxais/
desvalijamiento	/desβalixamjento/
desvalijamientos	/desβalixamjentos/
desvalijamos	/desβalixamos/
desvalijan	/desβalixan/
desvalijando	/desβalixando/
desvalijar	/desβalixaɾ/
desvalijará	/desβalixaˈɾa/
desvalijara	/desβalixaɾa/
desvalijarais	/desβalixaɾais/
desvalijáramos	/desβaliˈxaɾamos/
